,Name,Style
2893,Can't believe how nervous I feel tonight...who feels the same #mufc,fear
2894,@MrsCassonC @15_jordyn WAS THERE A CLOWN IN YOUR NEIGHBORHOOD?  #creepy #EnoughIsEnough,fear
2895,@MrsCassonC @15_jordyn WAS THERE A CLOWN IN YOUR NEIGHBORHOOD? #nightmare #creepy #EnoughIsEnough,fear
2896,"Bloody hell Pam, calm yourself down. But could have sworn something black &amp; hairy just ran across the carpet, #perilsoflivingalone ",fear
2897,She was so posh it frightened me. I'm still scared.,fear
2898,"In wake of fresh #terror threat and sounding of alert in #Mumbai, praying for safety &amp; security of everybody in the city #Maharashtra #news",fear
2899,"Woke by #nightmare @ 3AM, couldn't sleep any more, so took a #UseAllTheHotWaterShower. Now I have time to read.",fear
2900, ughh I just want all this to be over.. it's like a nightmare! can we all just get along?,fear
2901,I seem to alternate between 'sleep-full' and sleepless nights. Tonight is a sleepless one. 😕 #insomnia #anxiety #notfair,fear
2902,Jimmy Carr makes me want to cry and cry *shiver* ,fear
2903,in my dream....They were trying to steal my kidney!!! #nightmare #blackmarket #whydidiwatchthat,fear
2904,Jimmy Carr makes me want to cry and cry *shiver* #awful,fear
2905,Being forced into a fake hug by someone who didn’t flinch to get litigious with you in the past - #awful 😖👺🙅,fear
2906,And it pisses me off more they killed people who surrendered. Hands up and all. If hands visible you shouldn't be fearing for your life,fear
2907,Andrew's hands start shaking and he says 'I hope I die.. like right now',fear
2908,I dread this drive every Wednesday 😩,fear
2909,"A country that gave safe house to #Osama Bin #Laden is dangerous if not contained. #Pakistan is a #terror heaven, declare so @BanKimoon_amdg",fear
2910,Maybe @SamHeughan can send me good luck on my job interview tomorrow. #nervous 😳,fear
2911,@alivitali that's what I'm afraid of!,fear
2912,So not pumped for this interview #nervous,fear
2913,An @amityaffliction kind of drive home from work today #nightmare #dailyfeels,fear
2914,I'm scared that my coworkers are going to submit me to one of those 'wardrobe makeover' shows. #fear #fashion,fear
2915,"When you wake up, scroll through social media, and another father was taken from his child #nightmare #everyday #KeithLamontScott",fear
2916,hi my names anxiety and i have shaun,fear
2917,Background. Suffered a bit at times of #stress. Always a bit #shy. About 8 years ago (aged 30) I was made redundant. That's when it started,fear
2918,@YahooCare data stolen in 2014 and only now do you tell us .,fear
2919,I dread math 😴,fear
2920,@SusannahSpot I could pop round #nightmare,fear
2921,@excalibater I'm very shy irl and lately I feel like everyone's doing their own thing and I don't fit in anywhere and I feel lonely :(,fear
2922,How do you ever stop being #afraid of someone that you live with,fear
2923,@DSWT I despair at this madness! It's beyond #shocking it's cold blooded murder!  How long will #SouthAfrica stand by &amp;watch #WorldRhinoDay,fear
2924,in my dream....They were trying to steal my kidney!!!  #blackmarket #whydidiwatchthat,fear
2925,So she goes first. She gets her book signed &amp; I can barely take their picture cuz I'm shaking 😭😭😭😭😭,fear
2926,Just had to reverse half way up the woods to collect the dog n I've never even reverse parked in my life 🙄 #nightmare,fear
2927,#AnthonyWeiner #DISTRACTION #what is really going on? #selection #election #Syria  #race #riots #GasCrisis2016 #NoDAPL #rape,fear
2928,Well this is flipping great! Flipping standstill on the freeway! #anxiety #stepofftheledge #youvegottobekiddingme,fear
2929,When you arrive at the office the day before your first ever festival and the Internet is down #panic,fear
2930,@WunderlistHelp are you guys still down? When can we go up? #panic,fear
2931,The focal points of war lie in #terrorism and the #UN needs to address #violentextremism,fear
2932,Grim and despair feeling-I look at self and my family. Hubby fought 20+ years for this country. I've worked 20+ years for this govt--&gt;,fear
2933,Put my passport in a safe back after getting back from Australia 🌏. Only problem is now I can't remember where the safe is!! #panic 🛂,fear
2934,"@nigglydz lydiaaaa, we were the only ones that were supposed to know that you make me nervous 😶",fear
2935,@GuardianAus @guardian because there is a realistic probability that a clown might be their next president. #clown #uspol #nightmare,fear
2936,What the fuck is he even doing ? He should be off that's fucking horrific !,fear
2937,@AldiToHarrods I'm still too nervous to try it. I need to man up and give it ago.,fear
2938,@rsdeepsea @BreitbartNews If 3 people are in a country of 300 million - you are going to RUIN the whole country over 3 people? #fear,fear
2939,@prw190 #zionist = #terror \nImagine this kid was a #Palestinian or #Muslim\nZionists stealing #innocence of childhood from #Jewish #children,fear
2940,I don't know how people can binge watch horror films ...ALONE!😓😰,fear
2941,Haven't gotten one hour of sleep... Today is going to be a fun day 😐 #restless,fear
2942,This is the scariest American Horror Story out of all of them... I'm gonna have to watch in the daytime. ,fear
2943,#India right of reply at #UNGA - #Pakistan preaching of human rights is by a country which is itself the global epicentre of #terrorism,fear
2944,"my boyfriend once forcibly stopped all of my anxiety coping methods at once (holding me, forcing my hands down that kinda stuff) and I --",fear
2945,I thought the nausea and headaches had passed but lol I feel awful today,fear
2946,Job interview in the afternoon  #ek,fear
2947,Tomorrow is the day I cut and dye my hair! 😳 #nervous #excited,fear
2948,A Lysol can got stuck in spray position and we're all slowly suffocating from the trash can that smells like a Febreeze factory. #panic,fear
2949,"# ISIS REFERENCES SCRUBBED?  Federal complaint against suspect in NYC, NJ bombings appears to omit terror names in bloody journ...  #news",fear
2950,@Budget  car rental you have made realize why I always use @nationalcares!!!!  What a #nightmare!!  #disgusted,fear
2951,searching for what pro and academic writers have to say about #writing #anxiety and #writersblock,fear
2952,What an actual nightmare,fear
2953,Can we go back 2 weeks and start again ?? This is seriously dreadful,fear
2954,I absolutely love having an anxiety attack halfway through a family meal,fear
2955,Pakistan is the biggest victim of terrorism - Nawaz Sharif \nReally? It should have been biggest creator of terrorism. #UNGA,fear
2956,"After #terror our leaders say, 'Don't jump to conclusions,' but [in matters of #racial unrest], they are silent. Why is that? @greggutfeld",fear
2957,im tired of people telling me the worry about me when in fact they probably never gave a fuck about me,fear
2958,#Aleppo city is burning. The head of #terrorism #Assad regime &amp; #Russia are bombarding the city right now with #whitephosphrus #bombs !,fear
2959,"Bloody hell Pam, calm yourself down. But could have sworn something black &amp; hairy just ran across the carpet, #perilsoflivingalone #nervous",fear
2960,im like 'this is better' in the moment cuz i panic and then later its so obviously not better. at every opportunity i choose to make it seem,fear
2961,"Just heard what happen at grandad hometown last night such a terrible news 💔, hope everyone okay 😢",fear
2962,"@ExaltedCaptain reality in the form of endless tragedies. She didn't know how to react at first, being too frightened to repeat another--",fear
2963,It's 5:55am. I'm hungry but there is no food. #panic,fear
2964,I have a job interview with @BarclaysUK in Loughborough next month #nervous!!!,fear
2965,"@AllyTheRipper @ProoF @SpaitoGaming every horror movie that frightened me as a child i.e. 'IT', Halloween movies all of them, nightmare on..",fear
2966,"@JackAndAHat butter up the walls, nightmare",fear
2967,both afraid of all the same things,fear
2968,onus is on Pakistan' : MEAIndia after #Uri #terror attack,fear
2969,Don't wanna really go out but I can't say no. Deffo have a fear of missing out,fear
2970,Biggest #THREAT 2 #GLOBAL #STABILITY? #climatechange #food #water #security #terrorism #russia #war #trump #clinton #geopolitics #korea $vwo,fear
2971,@p4pictures it would be great but what if the card crashes 😱. It's happened to me twice ,fear
2972,My doctor is giving me flower extract to relieve anxiety and reduce panic attacks :'),fear
2973,I get soooo nervous when an actually attractive guy tries to talk to me in person. Like 9/10 I turn him down just from habit 😭,fear
2974,@megynkelly We should be ignoring these rioters like the current administration ignores #terrorism. This will obviously make it stop.,fear
2975,"I'm okay, dont worry. I wish i'd been a better kid. I'm trying to slow down. I'm sorry for letting you down.",fear
2976,@TimesNow indian army crossed loc into pok to bust terror camp on 20th Sept night?,fear
2977,@KennyCoble @Rosie these horrific situations will only get worse if trump is elected. vote Hillary.,fear
2978,"@BBCNews 😝 scared of their own horror story they wrote, afraid of the #terror they spread, will #europe start WW3 in 2017 anniversary of WW1",fear
2979,my husband lost £800 when he booked an apartment through @Airbnb that didn't exist... @AirbnbHelp didn't care #nightmare #airbnbnightmare,fear
2980,"@Tik115 Issue with that is, will the effort involved get back the amount I put into it? That's what I'm fearful of.",fear
2981,"Avoiding #fears only makes them scarier. Whatever your #fear, if you face it, it should start to fade. #courage",fear
2982,My anxiety is playing around HELP!!!!!,fear
2983,Got to be up in 4 hours to go back to work #cantsleep #excited #nervous,fear
2984,my husband lost £800 when he booked an apartment through @Airbnb that didn't exist... @AirbnbHelp didn't care  #airbnbnightmare,fear
2985,"Tomorrow is going to be a challenge, I have to talk at a freshers fair to STRANGERS 😁and pick up my new flat keys #anxiety",fear
2986,I'm afraid she's the goat you libeling people? #afraid #goat #libeling,fear
2987,"@twlldun @bbcquestiontime @JacobReesMogg @leicesterliz @normanlamb @CarolineLucas @JuliaHB1 Oh god, not Brewer again. The horror, the horror",fear
2988,&gt;.&lt; too much clutter in my brain with recent little changes that I haven't yet processed... #dying #panic #IveBeenBusierWhyAmIOverwhelmed :(,fear
2989,"The more videos @PanicAtTheDisco  post, the more i am convinced i might should not have done that #fear #Brendonati",fear
2990,Someone wake me when @Therealkiss make 2016 remix of 'Why'❗️b/w #TerrenceCrutcher #Election2016 #colinkapernick #terrorism #riots this 2much,fear
2991,@dc_mma @ChampionsFight think shes afraid to fight Holly. One can only imagine what goes through her head when she thinks of Cyborg ,fear
2992,I had a dream that I dropped my iPhone 7 and it broke T_T #cry #iPhone7 #nightmare,fear
2993,@coopah Worst than going to the morgue to do a positive ID. #horrible Reuters,fear
2994,Scott Dann injured aka my worst nightmare,fear
2995,"bad news fam, life is still hard and awful #depression  #atleastIhaveBuffy",fear
2996,induction day tomorrow for pizza express #nervous,fear
2997,Dates in the glove box' is pure panic excuse #GBBO,fear
2998,"Swear to God don't get a smart meter from your power company, 8 months of daft bills, 6 visits from British Gas #nightmare #stressed",fear
2999,I had a panic attack when I couldn't find @katrinalaw on #Twitter Turns out my Twitter is a jerk. I can still see her. #NyssaAlghul ,fear
3000,how maybe it was with you and your parents..that I would understand you and your fear of indifference from your own mom and dad..,fear
3001,"My interview went well today, I can't wait to find out what happens. #nervous #excited #interview #jobinterview",fear
3002,"I'm used to bears, I'm used to coyotes, I love the idea of wolves. But this is hard. I don't want to be fearful of the meadow or the pines.",fear
3003,@missmeliss465 @WellWeds @siggyflicker @whispernghope @mcrichard awe I feel so bad being naive ou is the worst,fear
3004,Being alone is better than being lonely. Know what is worse than being lonely? Being empty; that's right!\n #Loneliness #aloneinthecity ,fear
3005,I can never find the exact #emoji that I'm after at the exact moment that I need it #panic,fear
3006,@katlute which one....the one where u threaten violence? Or the phedophiliac u support?  Or the constitution violations he proposes?,fear
3007,still shaking though 🙃,fear
3008,Watching It Follows.  This is a super freaky movie.  #horror #scary,fear
3009,Watching Paranormal Activity: The Ghost Dimension. I'm not sure how I feel about it yet. #horror,fear
3010,"Even death is unreliable. Instead of zero it may be some ghastly hallucination, such as the square root of minus one.  Samuel Beckett",fear
3011,@Burnt_Out_Darth @theaterofscifi thanks. #nightmare,fear
3012,#TerrorStatePak we r confirm that #navazsharif is post graduate distinction student of university of #terrorism. He can't spare himself.,fear
3013,"@ANI_news #Pakistan should stop cross border #terrorism if they really need solution for #KashmirIssue. @narendramodi sir, #India should act",fear
3014,3:45am and off to the hospital! Elouise's waters have gone! #panic #Labour #LittleSister #superexcited,fear
3015,"This is the first time I've written anything on this series in over two years, so I'm checking back in for one last nightmare.",fear
3016,I hate having ideas but being too afraid to share them 😔,fear
3017,i'd let jiho step on my throat but he'd probs be afraid he'd hurt me,fear
3018,"@Montel_Williams If this ban goes through, it will harm so many people, disabled veterans, people who have #chronicpain,  #iamkratom",fear
3019,Nawaz Sharif's UN should start #सत्य_बोध_यात्रा as after all his #UNGA speech has awaken the world about their role in sponsoring #terrorism,fear
3020,Idk if it's hella hot in here or I'm nervous,fear
3021,@JaySekulow what can we do 2 get @realDonaldTrump 2 reveal his taxes? That is the immediate danger. But u will not answer me. #afraid,fear
3022,I can't imagine keeping malice with my brothers!! I shudder when I see siblings estranged and all,fear
3023,Today's alarm shows how unprepared professors and students are when it comes to emergency protocols. We don't know where to go @CalStateLA,fear
3024,@MaryamNSharif I think just becz u have so much terror in pak nd urself being  a leader u forgot d difference btw a leader nd terrorist !,fear
3025,And here we go again 😓 #restless,fear
3026,"There's always that one song which makes you turn of the radio, as you'd rather sit in silence 😡 #awful",fear
3027,Do you think humans have the sense for recognizing impending doom? ,fear
3028,@GeneralBakshi Only Indian seems to be afraid of War is @sardesairajdeep n like India is for WAR! WAR! WAR! we cry war. #PakistanMustPay,fear
3029,@officialShaky 'Operation Echoes' is gathering momentum ... #tense  #feelsick #excited,fear
3030,Retweeted Dr. Rand Paul (@RandPaul):\n\nStop fueling a Middle East arms race and worsening an already horrific refugee crisis in Yemen.,fear
3031,The more I watch this documentary on @Channel4 the more I think @Airbnb is more a #nightmare than dream #dreamornightmare,fear
3032,World is facing #terrorism. Where #Terrorist's school exist? Who are terrorist's teacher &amp; father. Which is terrorist's motherland?,fear
3033,"@CBSThisMorning @newsgirl123456 again, profiling DOESN'T discourage (September 20, 2016; 18:41 EDT) #terror #TRUMP #FAIL",fear
3034,We ashamed of being an ally to you. Pakistan sacrificed almost 50000 civilians by siding you in war on #terror @JudgeTedPoe,fear
3035,#terror test ................,fear
3036,@MrMalky @kwr66 How awful! Switched off!,fear
3037,bout to read this article 'Moving the Conversation Forward: Homosexuality &amp; Christianity' from someone in the foursquare church #nervous,fear
3038,The Zika #Hoax Files: DEET is part of a binary chemical weapon targeting your brain: #Toxin #fear #neurological #USCitizens #Insect #mammal,fear
3039,Just had a massive argument with my alarm today... I didn't want to get up. I don't know how we're going to fix this by tomorrow morning 😕,fear
3040,@Delta stuck on runway after being diverted to Fargo. Continuously told just 10 more mins for the past 4 hours. No food/water offered #awful,fear
3041,"@jk_rowling never thought an angry oompa loompa would be my Boggart, but there you have it. #boggart #PresidentTrump #nightmare",fear
3042,#beyond naming &amp; shaming ; lies a vast space b/w #sanctions &amp; #terror state...v *wait til Others #impose it...&amp; do not hv COURAGE #ourselves,fear
3043,"@MEAIndia: Virtually every statement by other countries at #UN has referred to #terror as main threat to peace, #Pak still in denial.",fear
3044,wow if i need to start over on SIF im prob gonna just die,fear
3045,"When your body says FUCK YOU BITCH, You ain't sleeping\n #sleep #cantsleep #drained ",fear
3046,I want to slide into the dms but im too fucking shy #shy,fear
3047,@BartholomewD It's -terrible-! We're going to the local fish/chip place in Kirribilli #terrible,fear
3048,At #UNGA Pakistan clearly shows the face of cowardliness and blatant lies! Its time for #India to act upon terror.,fear
3049,"@ChickOfBeauty No!  By Y'all I mean rioting, fire starting, business burning, looting ASSHOLES!  That create  #BlackLivesmatter #terrorism",fear
3050,#India is sponsoring terrorism in #Balochistan. #KulbhushanYadav an Indian spy agent was arrested in Balochistan by Pakistani forces.,fear
3051,"Tired of people pretending Islam isn't one of the most misogynistic religions, it's no coincidence Muslim countries are terrible for women.",fear
3052,Some questions you get on Twitter make you want to despair. We've been so battered. We complain but aren't convinced things could be better.,fear
3053,@dfkm1970 @tomddumba the struggle is real. Whoa! I worry for the younger generation 💔,fear
3054,@TeaPartyOrg Hes right when the Civil war starts it will be wall to wall terrorism and i don't fancy the Muzzy's chances,fear
3055,Look at this #massiah of #youngleader\n#Pakistan #massiah of #terrorism,fear
3056,@AmyMek this is so absurd I could laugh right now (if I also didn't feel like crying for the future of our country).  #wakeupcall,fear
3057,@AmyMek this is so absurd I could laugh right now (if I also didn't feel like crying for the future of our country). #despair #wakeupcall,fear
3058,"@politico If they say the words radical Islamic terrorist, will that somehow make the terror groups drop their weapons?",fear
3059,this Mac update has me some kind of apprehensive.,fear
3060,a panic attack AND CALL YOURSELF A REAL FAN makes me so mad like i dont even have the words to explain. this is why some people give no +,fear
3061,Your boy' is having a nightmare @VivaLaSergio,fear
3062,"It feels like there are no houses out there for us. With the most basic requirements I have, there are literally no options. #discouraged",fear
3063,@SadiqKhan #terrorism shouldn't be a way of life in the united etates and wasn't until #islam brought it here! #IslamExposed #islambacon,fear
3064,Now #India is #afraid of #bad #terrorism.,fear
3065,@RJAH_NHS @ChrisHudson76 @mbrandreth #course day # potential Leadership #excited #nervous # proud,fear
3066,ugh!! this is the worst!! i didn't read at all this whole first month of school and i have a unit test on friday!!! awe man!!,fear
3067,Man city's kit is dreadful!,fear
3068,"jimmy_dore: RaisingTheBoss we've already lost our country and our government to oligarchs, but their fear tactics still work it appears.",fear
3069,"@ChickOfBeauty No!  By Y'all I mean rioting, fire starting, business burning, looting ASSHOLES!  That create #BlackLivesmatter ",fear
3070,Set n alarm '@Innocentia_T: I wanna nap but I'm scared I'll wake up tomorrow .',fear
3071,"@Megannn_walsh12 @itsshelleeey never said that,Just not fair how Yous think it's completely okay to bully someone",fear
3072,Just feel awkward that I'm being timid to everyone.,fear
3073,"Rooney ! Oh dear, oh dear ! Fucking dreadful 🙈⚽️⚽️",fear
3074,@rsdeepsea @BreitbartNews If 3 people are in a country of 300 million - you are going to RUIN the whole country over 3 people? ,fear
3075,@DaniQays @AJENews ohh.. so here comes sense from terror supporting stone pelting vandalizing ppl who gather b4 protests to announce ...,fear
3076,@JaySekulow what can we do 2 get @realDonaldTrump 2 reveal his taxes? That is the immediate danger. But u will not answer me. ,fear
3077,Unruly kids at 8am in the morning #nothanks ripping the flower beds up by the roots while their parents watch #shocking,fear
3078,"#ntfc mourinho is worried,  bringing Ibra  and Rushford on.  #panic",fear
3079,"@latenightdaryun pfft, as if anyone undergoing the constant ongoing horror of sapient consciousness has any trust in themself anyway",fear
3080,Librarians scare me,fear
3081,@SherriEShepherd because #whitepeople are #afraid of large #blackmen?,fear
3082,"@iSmashFizzle that's me all the time. I carry ginger candy, peppermint oil and sea-bands at all times #anxiety",fear
3083,@mikebairdMP @AndrewConstance @nswtaxi how many sex cases u need before u guys learn UBER is shocking to the consumer unregulated,fear
3084,@ashish_geol @getPakistanTV @HamidMirGEO .. Have you give thought to Khalistaan? \nNo concern of you Baluchistan !! Kashmir is an Issue.,fear
3085,Democracy doesn't work\n#mob #mentality #mass #hysteria #fear #mongering #oligarchy,fear
3086,I want to slide into the dms but im too fucking shy ,fear
3087,"Jesus wept! Another RNS from #rusty @metaltigerplc quote 'Price sensitive news, Price Sensitive news' etc etc The #Ramping here is #shocking",fear
3088,A Lysol can got stuck in spray position and we're all slowly suffocating from the trash can that smells like a Febreeze factory. ,fear
3089,"@Miami4Trump Yeah, but bad part is the #terrorism #terror Muslims won't be the ones leaving #ObamaLegacy #nationalsecurity #disaster #Obama",fear
3090,We're all in D. T. (Discipleship training or detox) for something. #messy  #cutoff #choosefreedom #CryOut16,fear
3091,@Sami_3499 Oh noooo!  #nomorehammocks #nightmare ;),fear
3092,So not pumped for this interview ,fear
3093,Rojo is shocking.......absolutely shocking !!!,fear
3094,#NawazSharif confesses that #Pakistan  supports #terror at #unga\n#BurhanWani,fear
3095,"@PanicAtTheDisco hey, y'all announced it like immediately after I asked. Nice. Thanks y'all #panic",fear
3096,"When your body says FUCK YOU BITCH, You ain't sleeping\n#sleep #cantsleep #drained #restless",fear
3097,@wwcummings @USATODAY this individual is clearly trying 2 #intimidate this #LEO I see an issue here. STOP CAUSING ISSUES by pushing limits!!,fear
3098,@Lrihendry I'm not sure we like this comparison.  USA should emulate #Israel's methods of protecting civilians against #terror attacks,fear
3099,"Swear to God don't get a smart meter from your power company, 8 months of daft bills, 6 visits from British Gas  #stressed",fear
3100,@williamcontrol just preordered The Pale EP... Would have paid for the phone call... But I would have freaked out and not said anything #shy,fear
3101,We in our own country are so divided in our approach so how could we fight #terrorism and #pakistani terrorism #MartyrsNotBeggars,fear
3102,@GuardianAus @Paul_Karp Maybe 49% support no #Muslim immigration cos they perceive the risk of #Islamist ideology &amp; #terrorism as too high?,fear
3103,"Sounds like Donald Trump has spent today just making extra, extra sure he'd get those frightened white, conservative, racist votes.",fear
3104,"@JennyPGR I worry about typos in any email to Simon, draft attached or not...",fear
3105,@NinjaWorrier @ali_zimmer @m_pattison How long ago was that? (I shudder to think.),fear
3106,@BigBossPeltonen \nLikewise #death #cutting ,fear
3107,@MikeGrunwald Anything is better than a Trump ramble. He is awful. Truly truly awful.,fear
3108,horrid having a car n no liscence,fear
3109,Today has dragged on #restless,fear
3110,@twinfjournal @TwinningLife111 @KCtwinflame @TFUnion1111 @Para_Priestess @cupidpoetry I went thru the same thing yesterday #panic better2day,fear
3111,@CBCNews Canada should be a driving force of democracy freedom rights - instead we help #dictator #misogyny #Sharia #Islam  #polygamy,fear
3112,we shiver in the pause between words \nabandonment still fresh upon the tips of our tongues,fear
3113,How I Murdered Your Mother #SpookyTv #horror,fear
3114,Just had to reverse half way up the woods to collect the dog n I've never even reverse parked in my life 🙄 ,fear
3115,Girls with hairy arms scare me,fear
3116,Didn't concede yet but having a nightmare at the back #MUFC,fear
3117,"me, myself, and I \n #horror movie alone again tonight maybe a #zombie would eat me and finish my life game already - i want #gameover",fear
3118,I feel ghastly and I'm really hoping it's just a post-birthday slump. Back to full research mode tomorrow either way.,fear
3119,"In addition to fiction, wish me luck on my research paper this semester. 15-20 pages, oh boy. #daunting",fear
3120,@Fly_Norwegian quite simply the #worst #airline #worstairline I've ever used! #shocking #appauling #dire #dismal #beyondajoke #useless,fear
3121,Accrington Stanley? Who are they? Exactly. Things looking dire for West Ham despite the win. What's changed since March? #bbcfootball,fear
3122,@RogueCoder250 We are in so much trouble!! I don't think the Rev will see the funny side of our project. ,fear
3123,mmmm i'm kinda sad i hope i can shake this before school,fear
3124,Late night #thoughts. Feeling #restless.,fear
3125,"However the agent was inauthentic, my sister still loves me, &amp; I'm still alive. So I guess it wasn't that bad. #socialanxiety #anxiety",fear
3126,@carlybigelow13 first you take the room now you wanna beat me up #bully,fear
3127,@datboyJuniorE lool soon as man start loosing weight.  Its panic,fear
3128,@jndtech horrible.,fear
3129,“The #greatest fear #dogs know is the #fear that you will not come back when you go out the #door #without them.”   \n  ―#Stanley #Coren,fear
3130,Fosu Mensah is having a complete nightmare! It's the reason all Northamptons attacks come from the left.,fear
3131,"@Ms_Asia_Pacific @jgsuing @PilosopoTanya @HuffingtonPost @HuffPostPol as a fellow UP grad, i shiver at the shallowness of his arguments",fear
3132,How can America be so openly embracing racism. ,fear
3133,Overtime... #TeamNA #WCH2016 #nervous,fear
3134,"From harboring Osama bin Laden to its relationship with Haqqani network, there is enough evidence to prove Pakistan is sponsoring terrorism",fear
3135,Feeling like I've had the worst night of sleep ever - not great before the #London to #Brighton #cycle ride for @DMTFYP 🚴100k #apprehension?,fear
3136,We're all in D. T. (Discipleship training or detox) for something. #messy #fearful #cutoff #choosefreedom #CryOut16,fear
3137,Recording some more #FNAF and had to FaceTime my mum to let her know I was okay after I let out a high pitched scream 😂 #horror #suchagirl,fear
3138,@bobcesca_go @sesmithesq \nDidn't Florida 2000 teach you anything? I live here in Palm Beach County and lived through that nightmare.,fear
3139,@markhberman2003 @LanceZierlein @790blessing entire team from coaches on down played and coached scared from jumpstreet. #intimidated,fear
3140,How can America be so openly embracing racism. #dismayed,fear
3141,Donnie trumpeter is a vapid and vacant vile viper slithering through the landscape and playing on the gears of the fearful and afraid.,fear
3142,@hoystweet Are the pre-purchased tickets being sent soon? Coming to the Saturday evening show... tickets are a no show! #panic #hoys 🐴🦄,fear
3143,Super shitting it about this tattoo ,fear
3144,when people hit on me i try to shake them off by talking about how i hide from communism,fear
3145,How am I supposed to intimidate the freshman if half of them are taller than I am??,fear
3146,"How the fuck do we #live our lives admiring everybody that ever just did something to #win it, then be #afraid to even try to do it yourself",fear
3147,@GuardianAus @guardian because there is a realistic probability that a clown might be their next president. #clown #uspol ,fear
3148,Onus is on #Pak to act against #terror groups which find all types of support for cross border terror: #MEA,fear
3149,Round 2 #panic #pcola,fear
3150,"2day's most used term is, #terrorism, with many addresses and forms. On my #opinion, the only form of terrorism in this world is, injustice!",fear
3151,"Malins with another surging run forward almost sets McCreadie up at the far post.  Decent game for the neutral, nervous for @Lewes_cfc fans",fear
3152,@LBC - I can't read this article but headline indicates a horror story. Lock sick chavs up and throw away the key.,fear
3153,The fact that we have a presidential candidate that speaks the way Trump does is alarming. I thought higher of my peers. #FDT16,fear
3154,@BraveHermione_ + and gives it to hear] 'Please.. I can tell you anything if you want to listen. maybe you're dont afraid anymore of me +,fear
3155,#NewYork: Several #Baloch &amp; Indian activists hold demonstrations outside @UN headquarters demanding Pak to stop exporting #terror into India,fear
3156,"However the agent was inauthentic, my sister still loves me, &amp; I'm still alive. So I guess it wasn't that bad. #socialanxiety ",fear
3157,Sickness bug! #awful,fear
3158,@gowoonist i got that but you were alarming,fear
3159,not only was that the worst @EGX that's I've attended but worth one of the worst cons I've been to in the last 5 years #terrible,fear
3160,Home is where the heart lies ! Love my little island but my birth city just ain't acting right &amp; im not feeling too good about it ,fear
3161,"#America finding #gratitude amidst the sadness and frustration about race, #fear, anger and #racism, i remain hopeful _ i'm an earth fixer'",fear
3162,"David's #anxiety is going to send him home. As someone who also suffers, learning to look normal is an essential coping skill. #survivor",fear
3163,@jjskeffington @foodbelfast I dread to think!,fear
3164,I'm such a shy girl🙄,fear
3165,Watching Paranormal Activity: The Ghost Dimension. I'm not sure how I feel about it yet. ,fear
3166,@CP24 And I hope when the police met him at the subway that they took him straight to jail 😕 ,fear
3167,onus is on Pakistan' : @MEAIndia after #Uri #terror attack,fear
3168,"#internationaldayofpeace Want peace,prepare for war. Destroy terror states like Pakistan",fear
3169,"They're both awful in their own ways, but just saying. The way he treated Aniston alone makes him a nightmare male narcissist to be avoided.",fear
3170,Georgia Tech's Secondary is as soft as a marshmallow.  #horrible,fear
3171,#Muslims are the principle victims of #terrorism. More Muslims are dying at the hands of these #terrorists than anyone else. #YounusAlGohar,fear
3172,Angelino's been horrific,fear
3173,@BaileyDemented @hsmitty3 ill kill u if u bully her 😤😤😤,fear
3174,"Rollover car crash on warren st, traffic is horrid #Boston",fear
3175,@NRA @HillaryClinton  She never said anything about taking away guns but I would now bc of your stupid scare tactics for gun sales.Sickening,fear
3176,Ugh I want to punch a wall every time I have to use @windows 10. Literally the worst product ever made #windows10  #killme,fear
3177,Looks like #India is finally taking #Pakistan n it's #terrorism to task.#uriattacks.,fear
3178,"It feels like there are no houses out there for us. With the most basic requirements I have, there are literally no options. ",fear
3179,Saga: When all of your devices and teles fail just in time for bake off  #gbbo,fear
3180,Home is where the heart lies ! Love my little island but my birth city just ain't acting right &amp; im not feeling too good about it #restless,fear
3181,"If purging was real, Kenya would be the country where the elite purge from choppers while the low-class cower under their beds for 12 hours",fear
3182,Appropriate that first secretary at permanent mission is tasked with demolition of #terror state #Pakistan - Like 'renunciation of lies' bit,fear
3183,I really want to go for fright night but I really don't 😁,fear
3184,@NaziaMemon01 yeah a terror packed terror supported speech..,fear
3185,@peacexxanna your nightmare,fear
3186,PASTOR - 15 FEET away from shooting victim during protest says he is skeptical of official story.  #CharlotteProtest #CharlotteRiot,fear
3187,When you arrive at the office the day before your first ever festival and the Internet is down ,fear
3188,I seem to alternate between 'sleep-full' and sleepless nights. Tonight is a sleepless one. 😕 #insomnia  #notfair,fear
3189,"can only blame Jose ere why would you give Rojo another start after Sunday , fucking disaster waiting to happen &amp; it did shocking header !",fear
3190,"@komaebun He just has that way of thinking, he wants absolute hope born from absolute despair.",fear
3191,Still waiting to see if my @london2012track will make an appearance next week - two months today it was ordered #shocking #badservice,fear
3192,My roommate turns the sink off with her foot to avoid germs and a guy says 'YOUR roommate is feet girl?! I'm so sorry' plz help #nightmare,fear
3193,"Tomorrow is going to be a challenge, I have to talk at a freshers fair to STRANGERS 😁and pick up my new flat keys ",fear
3194,a vote for #killary is like sticking a knife in a toaster  #MakeAmericaGreatAgain,fear
3195,That old lady is cray cray #scared #BellaIsSoCute #awe #Empire,fear
3196,"People have the right to #protest, Not to #loot &amp; #riot &amp; #terrorize #Charlotte\n#Violence &amp; #Anarchy is unacceptable\n@CNN",fear
